date,route_id,origin,destination,cargo_type,vessel_type,freight_rate_usd_mt,distance_nm,data_source,is_synthetic
2024-03-09,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.02,4500,DEMO_DATA,True
2024-03-10,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.08,4500,DEMO_DATA,True
2024-03-11,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.14,4500,DEMO_DATA,True
2024-03-12,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.97,4500,DEMO_DATA,True
2024-03-13,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.03,4500,DEMO_DATA,True
2024-03-14,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.02,4500,DEMO_DATA,True
2024-03-15,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.96,4500,DEMO_DATA,True
2024-03-16,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.84,4500,DEMO_DATA,True
2024-03-17,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.93,4500,DEMO_DATA,True
2024-03-18,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.16,4500,DEMO_DATA,True
2024-03-19,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.66,4500,DEMO_DATA,True
2024-03-20,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.71,4500,DEMO_DATA,True
2024-03-21,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.81,4500,DEMO_DATA,True
2024-03-22,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.84,4500,DEMO_DATA,True
2024-03-23,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.72,4500,DEMO_DATA,True
2024-03-24,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.61,4500,DEMO_DATA,True
2024-03-25,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.83,4500,DEMO_DATA,True
2024-03-26,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.74,4500,DEMO_DATA,True
2024-03-27,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.86,4500,DEMO_DATA,True
2024-03-28,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.85,4500,DEMO_DATA,True
2024-03-29,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.88,4500,DEMO_DATA,True
2024-03-30,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.7,4500,DEMO_DATA,True
2024-03-31,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.78,4500,DEMO_DATA,True
2024-04-01,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.49,4500,DEMO_DATA,True
2024-04-02,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.48,4500,DEMO_DATA,True
2024-04-03,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.36,4500,DEMO_DATA,True
2024-04-04,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.47,4500,DEMO_DATA,True
2024-04-05,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.28,4500,DEMO_DATA,True
2024-04-06,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.2,4500,DEMO_DATA,True
2024-04-07,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.33,4500,DEMO_DATA,True
2024-04-08,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.69,4500,DEMO_DATA,True
2024-04-09,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.58,4500,DEMO_DATA,True
2024-04-10,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.53,4500,DEMO_DATA,True
2024-04-11,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.68,4500,DEMO_DATA,True
2024-04-12,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.8,4500,DEMO_DATA,True
2024-04-13,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.52,4500,DEMO_DATA,True
2024-04-14,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.67,4500,DEMO_DATA,True
2024-04-15,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.78,4500,DEMO_DATA,True
2024-04-16,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.63,4500,DEMO_DATA,True
2024-04-17,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.59,4500,DEMO_DATA,True
2024-04-18,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.7,4500,DEMO_DATA,True
2024-04-19,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.49,4500,DEMO_DATA,True
2024-04-20,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.23,4500,DEMO_DATA,True
2024-04-21,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.24,4500,DEMO_DATA,True
2024-04-22,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.38,4500,DEMO_DATA,True
2024-04-23,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.4,4500,DEMO_DATA,True
2024-04-24,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.52,4500,DEMO_DATA,True
2024-04-25,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.72,4500,DEMO_DATA,True
2024-04-26,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.85,4500,DEMO_DATA,True
2024-04-27,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.83,4500,DEMO_DATA,True
2024-04-28,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.85,4500,DEMO_DATA,True
2024-04-29,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.16,4500,DEMO_DATA,True
2024-04-30,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.25,4500,DEMO_DATA,True
2024-05-01,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.15,4500,DEMO_DATA,True
2024-05-02,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.09,4500,DEMO_DATA,True
2024-05-03,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.69,4500,DEMO_DATA,True
2024-05-04,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.63,4500,DEMO_DATA,True
2024-05-05,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.64,4500,DEMO_DATA,True
2024-05-06,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.7,4500,DEMO_DATA,True
2024-05-07,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.78,4500,DEMO_DATA,True
2024-05-08,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.85,4500,DEMO_DATA,True
2024-05-09,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.13,4500,DEMO_DATA,True
2024-05-10,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.01,4500,DEMO_DATA,True
2024-05-11,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.64,4500,DEMO_DATA,True
2024-05-12,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.53,4500,DEMO_DATA,True
2024-05-13,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.87,4500,DEMO_DATA,True
2024-05-14,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.96,4500,DEMO_DATA,True
2024-05-15,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.18,4500,DEMO_DATA,True
2024-05-16,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.12,4500,DEMO_DATA,True
2024-05-17,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.97,4500,DEMO_DATA,True
2024-05-18,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.58,4500,DEMO_DATA,True
2024-05-19,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.76,4500,DEMO_DATA,True
2024-05-20,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,12.35,4500,DEMO_DATA,True
2024-05-21,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,12.31,4500,DEMO_DATA,True
2024-05-22,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.88,4500,DEMO_DATA,True
2024-05-23,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.72,4500,DEMO_DATA,True
2024-05-24,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.64,4500,DEMO_DATA,True
2024-05-25,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.38,4500,DEMO_DATA,True
2024-05-26,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.24,4500,DEMO_DATA,True
2024-05-27,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.57,4500,DEMO_DATA,True
2024-05-28,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.35,4500,DEMO_DATA,True
2024-05-29,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.41,4500,DEMO_DATA,True
2024-05-30,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.48,4500,DEMO_DATA,True
2024-05-31,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.26,4500,DEMO_DATA,True
2024-06-01,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.15,4500,DEMO_DATA,True
2024-06-02,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.07,4500,DEMO_DATA,True
2024-06-03,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.34,4500,DEMO_DATA,True
2024-06-04,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.23,4500,DEMO_DATA,True
2024-06-05,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.24,4500,DEMO_DATA,True
2024-06-06,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.04,4500,DEMO_DATA,True
2024-06-07,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.9,4500,DEMO_DATA,True
2024-06-08,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.85,4500,DEMO_DATA,True
2024-06-09,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.73,4500,DEMO_DATA,True
2024-06-10,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.01,4500,DEMO_DATA,True
2024-06-11,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.9,4500,DEMO_DATA,True
2024-06-12,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.83,4500,DEMO_DATA,True
2024-06-13,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.82,4500,DEMO_DATA,True
2024-06-14,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.76,4500,DEMO_DATA,True
2024-06-15,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.47,4500,DEMO_DATA,True
2024-06-16,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.37,4500,DEMO_DATA,True
2024-06-17,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.76,4500,DEMO_DATA,True
2024-06-18,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.91,4500,DEMO_DATA,True
2024-06-19,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.09,4500,DEMO_DATA,True
2024-06-20,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.24,4500,DEMO_DATA,True
2024-06-21,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.23,4500,DEMO_DATA,True
2024-06-22,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.74,4500,DEMO_DATA,True
2024-06-23,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.5,4500,DEMO_DATA,True
2024-06-24,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.58,4500,DEMO_DATA,True
2024-06-25,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.57,4500,DEMO_DATA,True
2024-06-26,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.37,4500,DEMO_DATA,True
2024-06-27,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.33,4500,DEMO_DATA,True
2024-06-28,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,12.06,4500,DEMO_DATA,True
2024-06-29,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,12.01,4500,DEMO_DATA,True
2024-06-30,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.85,4500,DEMO_DATA,True
2024-07-01,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.92,4500,DEMO_DATA,True
2024-07-02,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.99,4500,DEMO_DATA,True
2024-07-03,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.1,4500,DEMO_DATA,True
2024-07-04,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.01,4500,DEMO_DATA,True
2024-07-05,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.08,4500,DEMO_DATA,True
2024-07-06,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.78,4500,DEMO_DATA,True
2024-07-07,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.83,4500,DEMO_DATA,True
2024-07-08,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.08,4500,DEMO_DATA,True
2024-07-09,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.98,4500,DEMO_DATA,True
2024-07-10,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,11.01,4500,DEMO_DATA,True
2024-07-11,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.94,4500,DEMO_DATA,True
2024-07-12,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.89,4500,DEMO_DATA,True
2024-07-13,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.64,4500,DEMO_DATA,True
2024-07-14,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.75,4500,DEMO_DATA,True
2024-07-15,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.87,4500,DEMO_DATA,True
2024-07-16,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.94,4500,DEMO_DATA,True
2024-07-17,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.84,4500,DEMO_DATA,True
2024-07-18,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.7,4500,DEMO_DATA,True
2024-07-19,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.57,4500,DEMO_DATA,True
2024-07-20,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.5,4500,DEMO_DATA,True
2024-07-21,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.39,4500,DEMO_DATA,True
2024-07-22,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.39,4500,DEMO_DATA,True
2024-07-23,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.52,4500,DEMO_DATA,True
2024-07-24,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.62,4500,DEMO_DATA,True
2024-07-25,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.55,4500,DEMO_DATA,True
2024-07-26,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.55,4500,DEMO_DATA,True
2024-07-27,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.26,4500,DEMO_DATA,True
2024-07-28,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.1,4500,DEMO_DATA,True
2024-07-29,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.29,4500,DEMO_DATA,True
2024-07-30,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.31,4500,DEMO_DATA,True
2024-07-31,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.23,4500,DEMO_DATA,True
2024-08-01,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.12,4500,DEMO_DATA,True
2024-08-02,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.13,4500,DEMO_DATA,True
2024-08-03,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.7,4500,DEMO_DATA,True
2024-08-04,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.74,4500,DEMO_DATA,True
2024-08-05,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.04,4500,DEMO_DATA,True
2024-08-06,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.08,4500,DEMO_DATA,True
2024-08-07,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.1,4500,DEMO_DATA,True
2024-08-08,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.39,4500,DEMO_DATA,True
2024-08-09,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.39,4500,DEMO_DATA,True
2024-08-10,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.07,4500,DEMO_DATA,True
2024-08-11,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.09,4500,DEMO_DATA,True
2024-08-12,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.07,4500,DEMO_DATA,True
2024-08-13,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.02,4500,DEMO_DATA,True
2024-08-14,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.22,4500,DEMO_DATA,True
2024-08-15,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.33,4500,DEMO_DATA,True
2024-08-16,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.19,4500,DEMO_DATA,True
2024-08-17,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.02,4500,DEMO_DATA,True
2024-08-18,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.79,4500,DEMO_DATA,True
2024-08-19,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.97,4500,DEMO_DATA,True
2024-08-20,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.96,4500,DEMO_DATA,True
2024-08-21,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.97,4500,DEMO_DATA,True
2024-08-22,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.95,4500,DEMO_DATA,True
2024-08-23,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.83,4500,DEMO_DATA,True
2024-08-24,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.44,4500,DEMO_DATA,True
2024-08-25,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.43,4500,DEMO_DATA,True
2024-08-26,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.55,4500,DEMO_DATA,True
2024-08-27,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.59,4500,DEMO_DATA,True
2024-08-28,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.76,4500,DEMO_DATA,True
2024-08-29,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.83,4500,DEMO_DATA,True
2024-08-30,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.91,4500,DEMO_DATA,True
2024-08-31,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.74,4500,DEMO_DATA,True
2024-09-01,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.87,4500,DEMO_DATA,True
2024-09-02,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.99,4500,DEMO_DATA,True
2024-09-03,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.84,4500,DEMO_DATA,True
2024-09-04,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.7,4500,DEMO_DATA,True
2024-09-05,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.78,4500,DEMO_DATA,True
2024-09-06,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.77,4500,DEMO_DATA,True
2024-09-07,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.62,4500,DEMO_DATA,True
2024-09-08,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.59,4500,DEMO_DATA,True
2024-09-09,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.66,4500,DEMO_DATA,True
2024-09-10,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.64,4500,DEMO_DATA,True
2024-09-11,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,7.34,4500,DEMO_DATA,True
2024-09-12,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,7.46,4500,DEMO_DATA,True
2024-09-13,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,7.52,4500,DEMO_DATA,True
2024-09-14,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,7.43,4500,DEMO_DATA,True
2024-09-15,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,7.55,4500,DEMO_DATA,True
2024-09-16,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,7.8,4500,DEMO_DATA,True
2024-09-17,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,7.83,4500,DEMO_DATA,True
2024-09-18,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,7.87,4500,DEMO_DATA,True
2024-09-19,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.0,4500,DEMO_DATA,True
2024-09-20,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.37,4500,DEMO_DATA,True
2024-09-21,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.18,4500,DEMO_DATA,True
2024-09-22,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.27,4500,DEMO_DATA,True
2024-09-23,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.27,4500,DEMO_DATA,True
2024-09-24,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.19,4500,DEMO_DATA,True
2024-09-25,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.26,4500,DEMO_DATA,True
2024-09-26,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.32,4500,DEMO_DATA,True
2024-09-27,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.34,4500,DEMO_DATA,True
2024-09-28,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.25,4500,DEMO_DATA,True
2024-09-29,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.25,4500,DEMO_DATA,True
2024-09-30,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,8.41,4500,DEMO_DATA,True
2024-10-01,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.08,4500,DEMO_DATA,True
2024-10-02,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.1,4500,DEMO_DATA,True
2024-10-03,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.18,4500,DEMO_DATA,True
2024-10-04,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.55,4500,DEMO_DATA,True
2024-10-05,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.6,4500,DEMO_DATA,True
2024-10-06,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.51,4500,DEMO_DATA,True
2024-10-07,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.64,4500,DEMO_DATA,True
2024-10-08,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.71,4500,DEMO_DATA,True
2024-10-09,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.66,4500,DEMO_DATA,True
2024-10-10,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.71,4500,DEMO_DATA,True
2024-10-11,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.63,4500,DEMO_DATA,True
2024-10-12,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.45,4500,DEMO_DATA,True
2024-10-13,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.82,4500,DEMO_DATA,True
2024-10-14,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.02,4500,DEMO_DATA,True
2024-10-15,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,10.12,4500,DEMO_DATA,True
2024-10-16,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.55,4500,DEMO_DATA,True
2024-10-17,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.55,4500,DEMO_DATA,True
2024-10-18,AU_ORE_GANGAVARAM,Australia,gangavaram,iron_ore,Capesize,9.62,4500,DEMO_DATA,True
