date,port_id,avg_waiting_time_hrs,congestion_level,berths_occupied_pct,vessels_at_anchor,data_source,is_synthetic
2021-07-10,gopalpur,22.6,low,58.0,2,DEMO_DATA,True
2021-07-11,gopalpur,27.5,medium,62.0,3,DEMO_DATA,True
2021-07-12,gopalpur,25.1,medium,60.1,3,DEMO_DATA,True
2021-07-13,gopalpur,24.5,medium,59.6,3,DEMO_DATA,True
2021-07-14,gopalpur,24.7,medium,59.7,3,DEMO_DATA,True
2021-07-15,gopalpur,20.7,low,56.5,2,DEMO_DATA,True
2021-07-16,gopalpur,15.3,low,52.2,1,DEMO_DATA,True
2021-07-17,gopalpur,18.3,low,54.7,2,DEMO_DATA,True
2021-07-18,gopalpur,15.7,low,52.6,1,DEMO_DATA,True
2021-07-19,gopalpur,18.7,low,55.0,2,DEMO_DATA,True
2021-07-20,gopalpur,19.3,low,55.4,2,DEMO_DATA,True
2021-07-21,gopalpur,19.8,low,55.9,2,DEMO_DATA,True
2021-07-22,gopalpur,19.0,low,55.2,2,DEMO_DATA,True
2021-07-23,gopalpur,14.0,low,51.2,1,DEMO_DATA,True
2021-07-24,gopalpur,17.8,low,54.2,2,DEMO_DATA,True
2021-07-25,gopalpur,20.7,low,56.5,2,DEMO_DATA,True
2021-07-26,gopalpur,19.5,low,55.6,2,DEMO_DATA,True
2021-07-27,gopalpur,22.9,low,58.3,2,DEMO_DATA,True
2021-07-28,gopalpur,23.0,low,58.4,2,DEMO_DATA,True
2021-07-29,gopalpur,23.4,low,58.7,2,DEMO_DATA,True
2021-07-30,gopalpur,19.2,low,55.4,2,DEMO_DATA,True
2021-07-31,gopalpur,23.4,low,58.8,2,DEMO_DATA,True
2021-08-01,gopalpur,31.9,medium,65.5,3,DEMO_DATA,True
2021-08-02,gopalpur,28.4,medium,62.8,3,DEMO_DATA,True
2021-08-03,gopalpur,38.6,medium,70.9,4,DEMO_DATA,True
2021-08-04,gopalpur,30.3,medium,64.3,3,DEMO_DATA,True
2021-08-05,gopalpur,38.0,medium,70.4,4,DEMO_DATA,True
2021-08-06,gopalpur,48.8,high,79.1,6,DEMO_DATA,True
2021-08-07,gopalpur,34.3,medium,67.4,4,DEMO_DATA,True
2021-08-08,gopalpur,32.3,medium,65.8,4,DEMO_DATA,True
2021-08-09,gopalpur,28.2,medium,62.5,3,DEMO_DATA,True
2021-08-10,gopalpur,28.3,medium,62.6,3,DEMO_DATA,True
2021-08-11,gopalpur,34.4,medium,67.5,4,DEMO_DATA,True
2021-08-12,gopalpur,28.0,medium,62.4,3,DEMO_DATA,True
2021-08-13,gopalpur,30.8,medium,64.6,3,DEMO_DATA,True
2021-08-14,gopalpur,37.8,medium,70.2,4,DEMO_DATA,True
2021-08-15,gopalpur,37.7,medium,70.1,4,DEMO_DATA,True
2021-08-16,gopalpur,35.0,medium,68.0,4,DEMO_DATA,True
2021-08-17,gopalpur,30.1,medium,64.1,3,DEMO_DATA,True
2021-08-18,gopalpur,28.9,medium,63.2,3,DEMO_DATA,True
2021-08-19,gopalpur,30.2,medium,64.2,3,DEMO_DATA,True
2021-08-20,gopalpur,32.0,medium,65.6,3,DEMO_DATA,True
2021-08-21,gopalpur,36.8,medium,69.5,4,DEMO_DATA,True
2021-08-22,gopalpur,18.8,low,55.1,2,DEMO_DATA,True
2021-08-23,gopalpur,18.3,low,54.6,2,DEMO_DATA,True
2021-08-24,gopalpur,17.1,low,53.7,2,DEMO_DATA,True
2021-08-25,gopalpur,19.9,low,55.9,2,DEMO_DATA,True
2021-08-26,gopalpur,18.2,low,54.5,2,DEMO_DATA,True
2021-08-27,gopalpur,18.5,low,54.8,2,DEMO_DATA,True
2021-08-28,gopalpur,16.8,low,53.4,2,DEMO_DATA,True
2021-08-29,gopalpur,14.1,low,51.3,1,DEMO_DATA,True
2021-08-30,gopalpur,13.3,low,50.7,1,DEMO_DATA,True
2021-08-31,gopalpur,13.9,low,51.1,1,DEMO_DATA,True
2021-09-01,gopalpur,13.7,low,50.9,1,DEMO_DATA,True
2021-09-02,gopalpur,15.2,low,52.2,1,DEMO_DATA,True
2021-09-03,gopalpur,14.8,low,51.8,1,DEMO_DATA,True
2021-09-04,gopalpur,18.4,low,54.7,2,DEMO_DATA,True
2021-09-05,gopalpur,22.6,low,58.1,2,DEMO_DATA,True
2021-09-06,gopalpur,18.9,low,55.1,2,DEMO_DATA,True
2021-09-07,gopalpur,18.2,low,54.5,2,DEMO_DATA,True
2021-09-08,gopalpur,12.5,low,50.0,1,DEMO_DATA,True
2021-09-09,gopalpur,12.7,low,50.2,1,DEMO_DATA,True
2021-09-10,gopalpur,13.4,low,50.7,1,DEMO_DATA,True
2021-09-11,gopalpur,12.5,low,50.0,1,DEMO_DATA,True
2021-09-12,gopalpur,10.6,low,48.5,1,DEMO_DATA,True
2021-09-13,gopalpur,13.1,low,50.5,1,DEMO_DATA,True
2021-09-14,gopalpur,18.2,low,54.5,2,DEMO_DATA,True
2021-09-15,gopalpur,20.1,low,56.1,2,DEMO_DATA,True
2021-09-16,gopalpur,27.4,medium,61.9,3,DEMO_DATA,True
2021-09-17,gopalpur,26.2,medium,61.0,3,DEMO_DATA,True
2021-09-18,gopalpur,26.4,medium,61.1,3,DEMO_DATA,True
2021-09-19,gopalpur,23.2,low,58.5,2,DEMO_DATA,True
2021-09-20,gopalpur,19.4,low,55.5,2,DEMO_DATA,True
2021-09-21,gopalpur,18.6,low,54.9,2,DEMO_DATA,True
2021-09-22,gopalpur,17.3,low,53.8,2,DEMO_DATA,True
2021-09-23,gopalpur,12.2,low,49.8,1,DEMO_DATA,True
2021-09-24,gopalpur,13.2,low,50.6,1,DEMO_DATA,True
2021-09-25,gopalpur,18.0,low,54.4,2,DEMO_DATA,True
2021-09-26,gopalpur,13.8,low,51.0,1,DEMO_DATA,True
2021-09-27,gopalpur,13.8,low,51.0,1,DEMO_DATA,True
2021-09-28,gopalpur,17.3,low,53.8,2,DEMO_DATA,True
2021-09-29,gopalpur,14.7,low,51.8,1,DEMO_DATA,True
2021-09-30,gopalpur,17.2,low,53.7,2,DEMO_DATA,True
2021-10-01,gopalpur,11.7,low,49.3,1,DEMO_DATA,True
2021-10-02,gopalpur,12.6,low,50.1,1,DEMO_DATA,True
2021-10-03,gopalpur,14.2,low,51.4,1,DEMO_DATA,True
2021-10-04,gopalpur,12.1,low,49.6,1,DEMO_DATA,True
2021-10-05,gopalpur,13.8,low,51.0,1,DEMO_DATA,True
2021-10-06,gopalpur,11.7,low,49.4,1,DEMO_DATA,True
2021-10-07,gopalpur,9.0,low,47.2,1,DEMO_DATA,True
2021-10-08,gopalpur,10.5,low,48.4,1,DEMO_DATA,True
2021-10-09,gopalpur,10.8,low,48.7,1,DEMO_DATA,True
2021-10-10,gopalpur,9.6,low,47.7,1,DEMO_DATA,True
2021-10-11,gopalpur,9.4,low,47.6,1,DEMO_DATA,True
2021-10-12,gopalpur,10.7,low,48.5,1,DEMO_DATA,True
2021-10-13,gopalpur,11.9,low,49.5,1,DEMO_DATA,True
2021-10-14,gopalpur,11.8,low,49.5,1,DEMO_DATA,True
2021-10-15,gopalpur,14.7,low,51.8,1,DEMO_DATA,True
2021-10-16,gopalpur,15.6,low,52.5,1,DEMO_DATA,True
2021-10-17,gopalpur,17.4,low,53.9,2,DEMO_DATA,True
2021-10-18,gopalpur,17.5,low,54.0,2,DEMO_DATA,True
2021-10-19,gopalpur,16.5,low,53.2,2,DEMO_DATA,True
2021-10-20,gopalpur,9.0,low,47.2,1,DEMO_DATA,True
2021-10-21,gopalpur,7.4,low,45.9,0,DEMO_DATA,True
2021-10-22,gopalpur,7.0,low,45.6,0,DEMO_DATA,True
2021-10-23,gopalpur,8.7,low,47.0,1,DEMO_DATA,True
2021-10-24,gopalpur,8.2,low,46.6,1,DEMO_DATA,True
2021-10-25,gopalpur,8.7,low,47.0,1,DEMO_DATA,True
2021-10-26,gopalpur,9.3,low,47.4,1,DEMO_DATA,True
2021-10-27,gopalpur,8.1,low,46.4,1,DEMO_DATA,True
2021-10-28,gopalpur,8.4,low,46.7,1,DEMO_DATA,True
2021-10-29,gopalpur,10.0,low,48.0,1,DEMO_DATA,True
2021-10-30,gopalpur,9.8,low,47.8,1,DEMO_DATA,True
2021-10-31,gopalpur,10.1,low,48.1,1,DEMO_DATA,True
2021-11-01,gopalpur,10.0,low,48.0,1,DEMO_DATA,True
2021-11-02,gopalpur,7.6,low,46.1,0,DEMO_DATA,True
2021-11-03,gopalpur,9.1,low,47.3,1,DEMO_DATA,True
2021-11-04,gopalpur,9.7,low,47.8,1,DEMO_DATA,True
2021-11-05,gopalpur,10.4,low,48.3,1,DEMO_DATA,True
2021-11-06,gopalpur,11.0,low,48.8,1,DEMO_DATA,True
2021-11-07,gopalpur,11.9,low,49.5,1,DEMO_DATA,True
2021-11-08,gopalpur,10.8,low,48.6,1,DEMO_DATA,True
2021-11-09,gopalpur,9.7,low,47.8,1,DEMO_DATA,True
2021-11-10,gopalpur,9.0,low,47.2,1,DEMO_DATA,True
2021-11-11,gopalpur,11.0,low,48.8,1,DEMO_DATA,True
2021-11-12,gopalpur,11.5,low,49.2,1,DEMO_DATA,True
2021-11-13,gopalpur,11.4,low,49.1,1,DEMO_DATA,True
2021-11-14,gopalpur,12.2,low,49.8,1,DEMO_DATA,True
2021-11-15,gopalpur,10.3,low,48.3,1,DEMO_DATA,True
2021-11-16,gopalpur,7.5,low,46.0,0,DEMO_DATA,True
2021-11-17,gopalpur,7.7,low,46.2,0,DEMO_DATA,True
2021-11-18,gopalpur,8.9,low,47.1,1,DEMO_DATA,True
2021-11-19,gopalpur,8.6,low,46.9,1,DEMO_DATA,True
2021-11-20,gopalpur,8.1,low,46.5,1,DEMO_DATA,True
2021-11-21,gopalpur,8.4,low,46.7,1,DEMO_DATA,True
2021-11-22,gopalpur,7.5,low,46.0,0,DEMO_DATA,True
2021-11-23,gopalpur,8.2,low,46.6,1,DEMO_DATA,True
2021-11-24,gopalpur,7.8,low,46.3,0,DEMO_DATA,True
2021-11-25,gopalpur,9.2,low,47.3,1,DEMO_DATA,True
2021-11-26,gopalpur,10.3,low,48.2,1,DEMO_DATA,True
2021-11-27,gopalpur,11.7,low,49.3,1,DEMO_DATA,True
2021-11-28,gopalpur,12.3,low,49.8,1,DEMO_DATA,True
2021-11-29,gopalpur,11.2,low,49.0,1,DEMO_DATA,True
2021-11-30,gopalpur,11.0,low,48.8,1,DEMO_DATA,True
2021-12-01,gopalpur,11.2,low,48.9,1,DEMO_DATA,True
2021-12-02,gopalpur,11.0,low,48.8,1,DEMO_DATA,True
2021-12-03,gopalpur,12.4,low,49.9,1,DEMO_DATA,True
2021-12-04,gopalpur,11.9,low,49.6,1,DEMO_DATA,True
2021-12-05,gopalpur,11.2,low,49.0,1,DEMO_DATA,True
2021-12-06,gopalpur,11.1,low,48.9,1,DEMO_DATA,True
2021-12-07,gopalpur,13.3,low,50.6,1,DEMO_DATA,True
2021-12-08,gopalpur,14.4,low,51.5,1,DEMO_DATA,True
2021-12-09,gopalpur,13.4,low,50.7,1,DEMO_DATA,True
2021-12-10,gopalpur,14.8,low,51.8,1,DEMO_DATA,True
2021-12-11,gopalpur,12.7,low,50.2,1,DEMO_DATA,True
2021-12-12,gopalpur,12.5,low,50.0,1,DEMO_DATA,True
2021-12-13,gopalpur,13.0,low,50.4,1,DEMO_DATA,True
2021-12-14,gopalpur,13.2,low,50.6,1,DEMO_DATA,True
2021-12-15,gopalpur,16.2,low,52.9,2,DEMO_DATA,True
2021-12-16,gopalpur,14.4,low,51.6,1,DEMO_DATA,True
2021-12-17,gopalpur,13.9,low,51.1,1,DEMO_DATA,True
2021-12-18,gopalpur,15.7,low,52.6,1,DEMO_DATA,True
2021-12-19,gopalpur,14.7,low,51.7,1,DEMO_DATA,True
2021-12-20,gopalpur,19.9,low,55.9,2,DEMO_DATA,True
2021-12-21,gopalpur,16.4,low,53.1,2,DEMO_DATA,True
2021-12-22,gopalpur,16.6,low,53.3,2,DEMO_DATA,True
2021-12-23,gopalpur,12.0,low,49.6,1,DEMO_DATA,True
2021-12-24,gopalpur,13.8,low,51.0,1,DEMO_DATA,True
2021-12-25,gopalpur,13.3,low,50.6,1,DEMO_DATA,True
2021-12-26,gopalpur,12.1,low,49.7,1,DEMO_DATA,True
2021-12-27,gopalpur,15.1,low,52.1,1,DEMO_DATA,True
2021-12-28,gopalpur,17.6,low,54.1,2,DEMO_DATA,True
2021-12-29,gopalpur,21.2,low,57.0,2,DEMO_DATA,True
2021-12-30,gopalpur,16.8,low,53.4,2,DEMO_DATA,True
2021-12-31,gopalpur,16.4,low,53.1,2,DEMO_DATA,True
2022-01-01,gopalpur,15.6,low,52.5,1,DEMO_DATA,True
2022-01-02,gopalpur,12.4,low,49.9,1,DEMO_DATA,True
2022-01-03,gopalpur,14.2,low,51.3,1,DEMO_DATA,True
2022-01-04,gopalpur,10.0,low,48.0,1,DEMO_DATA,True
2022-01-05,gopalpur,10.5,low,48.4,1,DEMO_DATA,True
2022-01-06,gopalpur,11.9,low,49.5,1,DEMO_DATA,True
2022-01-07,gopalpur,10.7,low,48.6,1,DEMO_DATA,True
2022-01-08,gopalpur,10.8,low,48.6,1,DEMO_DATA,True
2022-01-09,gopalpur,9.5,low,47.6,1,DEMO_DATA,True
2022-01-10,gopalpur,9.4,low,47.5,1,DEMO_DATA,True
2022-01-11,gopalpur,10.6,low,48.5,1,DEMO_DATA,True
2022-01-12,gopalpur,11.4,low,49.1,1,DEMO_DATA,True
2022-01-13,gopalpur,10.7,low,48.5,1,DEMO_DATA,True
2022-01-14,gopalpur,11.0,low,48.8,1,DEMO_DATA,True
2022-01-15,gopalpur,8.3,low,46.6,1,DEMO_DATA,True
2022-01-16,gopalpur,9.0,low,47.2,1,DEMO_DATA,True
2022-01-17,gopalpur,12.2,low,49.8,1,DEMO_DATA,True
2022-01-18,gopalpur,11.1,low,48.9,1,DEMO_DATA,True
2022-01-19,gopalpur,11.7,low,49.4,1,DEMO_DATA,True
2022-01-20,gopalpur,11.9,low,49.5,1,DEMO_DATA,True
2022-01-21,gopalpur,17.6,low,54.1,2,DEMO_DATA,True
2022-01-22,gopalpur,15.3,low,52.2,1,DEMO_DATA,True
2022-01-23,gopalpur,18.1,low,54.5,2,DEMO_DATA,True
2022-01-24,gopalpur,21.2,low,57.0,2,DEMO_DATA,True
2022-01-25,gopalpur,22.5,low,58.0,2,DEMO_DATA,True
2022-01-26,gopalpur,21.8,low,57.5,2,DEMO_DATA,True
2022-01-27,gopalpur,22.7,low,58.2,2,DEMO_DATA,True
2022-01-28,gopalpur,24.1,medium,59.3,3,DEMO_DATA,True
2022-01-29,gopalpur,23.3,low,58.7,2,DEMO_DATA,True
2022-01-30,gopalpur,24.1,medium,59.2,3,DEMO_DATA,True
2022-01-31,gopalpur,22.9,low,58.3,2,DEMO_DATA,True
2022-02-01,gopalpur,22.0,low,57.6,2,DEMO_DATA,True
2022-02-02,gopalpur,23.1,low,58.5,2,DEMO_DATA,True
2022-02-03,gopalpur,30.0,medium,64.0,3,DEMO_DATA,True
2022-02-04,gopalpur,30.1,medium,64.1,3,DEMO_DATA,True
2022-02-05,gopalpur,29.2,medium,63.3,3,DEMO_DATA,True
2022-02-06,gopalpur,26.8,medium,61.4,3,DEMO_DATA,True
2022-02-07,gopalpur,32.1,medium,65.7,4,DEMO_DATA,True
2022-02-08,gopalpur,34.5,medium,67.6,4,DEMO_DATA,True
2022-02-09,gopalpur,27.3,medium,61.9,3,DEMO_DATA,True
2022-02-10,gopalpur,32.0,medium,65.6,3,DEMO_DATA,True
2022-02-11,gopalpur,33.4,medium,66.7,4,DEMO_DATA,True
2022-02-12,gopalpur,34.8,medium,67.8,4,DEMO_DATA,True
2022-02-13,gopalpur,32.4,medium,65.9,4,DEMO_DATA,True
2022-02-14,gopalpur,32.5,medium,66.0,4,DEMO_DATA,True
2022-02-15,gopalpur,32.4,medium,65.9,4,DEMO_DATA,True
2022-02-16,gopalpur,24.3,medium,59.4,3,DEMO_DATA,True
2022-02-17,gopalpur,27.6,medium,62.1,3,DEMO_DATA,True
2022-02-18,gopalpur,29.5,medium,63.6,3,DEMO_DATA,True
2022-02-19,gopalpur,23.2,low,58.5,2,DEMO_DATA,True
2022-02-20,gopalpur,18.8,low,55.0,2,DEMO_DATA,True
2022-02-21,gopalpur,16.8,low,53.4,2,DEMO_DATA,True
2022-02-22,gopalpur,18.8,low,55.0,2,DEMO_DATA,True
2022-02-23,gopalpur,14.0,low,51.2,1,DEMO_DATA,True
2022-02-24,gopalpur,12.8,low,50.3,1,DEMO_DATA,True
2022-02-25,gopalpur,14.3,low,51.4,1,DEMO_DATA,True
2022-02-26,gopalpur,14.1,low,51.3,1,DEMO_DATA,True
2022-02-27,gopalpur,13.7,low,51.0,1,DEMO_DATA,True
2022-02-28,gopalpur,13.5,low,50.8,1,DEMO_DATA,True
2022-03-01,gopalpur,13.0,low,50.4,1,DEMO_DATA,True
2022-03-02,gopalpur,14.0,low,51.2,1,DEMO_DATA,True
2022-03-03,gopalpur,15.5,low,52.4,1,DEMO_DATA,True
2022-03-04,gopalpur,14.4,low,51.5,1,DEMO_DATA,True
2022-03-05,gopalpur,14.6,low,51.7,1,DEMO_DATA,True
2022-03-06,gopalpur,14.3,low,51.4,1,DEMO_DATA,True
2022-03-07,gopalpur,16.9,low,53.5,2,DEMO_DATA,True
2022-03-08,gopalpur,20.5,low,56.4,2,DEMO_DATA,True
2022-03-09,gopalpur,19.5,low,55.6,2,DEMO_DATA,True
2022-03-10,gopalpur,18.0,low,54.4,2,DEMO_DATA,True
2022-03-11,gopalpur,18.3,low,54.7,2,DEMO_DATA,True
2022-03-12,gopalpur,15.3,low,52.2,1,DEMO_DATA,True
2022-03-13,gopalpur,15.0,low,52.0,1,DEMO_DATA,True
2022-03-14,gopalpur,16.9,low,53.5,2,DEMO_DATA,True
2022-03-15,gopalpur,15.9,low,52.8,1,DEMO_DATA,True
2022-03-16,gopalpur,16.5,low,53.2,2,DEMO_DATA,True
2022-03-17,gopalpur,16.9,low,53.5,2,DEMO_DATA,True
2022-03-18,gopalpur,15.4,low,52.3,1,DEMO_DATA,True
2022-03-19,gopalpur,15.5,low,52.4,1,DEMO_DATA,True
2022-03-20,gopalpur,13.5,low,50.8,1,DEMO_DATA,True
2022-03-21,gopalpur,12.1,low,49.7,1,DEMO_DATA,True
2022-03-22,gopalpur,7.5,low,46.0,0,DEMO_DATA,True
2022-03-23,gopalpur,6.4,low,45.1,0,DEMO_DATA,True
2022-03-24,gopalpur,5.5,low,44.4,0,DEMO_DATA,True
2022-03-25,gopalpur,6.3,low,45.0,0,DEMO_DATA,True
2022-03-26,gopalpur,5.9,low,44.7,0,DEMO_DATA,True
2022-03-27,gopalpur,6.4,low,45.1,0,DEMO_DATA,True
2022-03-28,gopalpur,8.6,low,46.9,1,DEMO_DATA,True
2022-03-29,gopalpur,7.2,low,45.8,0,DEMO_DATA,True
2022-03-30,gopalpur,7.8,low,46.2,0,DEMO_DATA,True
2022-03-31,gopalpur,8.7,low,47.0,1,DEMO_DATA,True
2022-04-01,gopalpur,8.3,low,46.7,1,DEMO_DATA,True
2022-04-02,gopalpur,8.6,low,46.9,1,DEMO_DATA,True
2022-04-03,gopalpur,7.0,low,45.6,0,DEMO_DATA,True
2022-04-04,gopalpur,8.1,low,46.5,1,DEMO_DATA,True
2022-04-05,gopalpur,9.2,low,47.4,1,DEMO_DATA,True
2022-04-06,gopalpur,10.2,low,48.2,1,DEMO_DATA,True
2022-04-07,gopalpur,9.1,low,47.3,1,DEMO_DATA,True
2022-04-08,gopalpur,8.4,low,46.7,1,DEMO_DATA,True
2022-04-09,gopalpur,9.0,low,47.2,1,DEMO_DATA,True
2022-04-10,gopalpur,8.8,low,47.0,1,DEMO_DATA,True
2022-04-11,gopalpur,9.9,low,47.9,1,DEMO_DATA,True
2022-04-12,gopalpur,8.8,low,47.0,1,DEMO_DATA,True
2022-04-13,gopalpur,8.6,low,46.9,1,DEMO_DATA,True
2022-04-14,gopalpur,8.6,low,46.8,1,DEMO_DATA,True
2022-04-15,gopalpur,8.8,low,47.0,1,DEMO_DATA,True
2022-04-16,gopalpur,8.9,low,47.1,1,DEMO_DATA,True
2022-04-17,gopalpur,8.7,low,47.0,1,DEMO_DATA,True
2022-04-18,gopalpur,7.7,low,46.2,0,DEMO_DATA,True
2022-04-19,gopalpur,7.6,low,46.1,0,DEMO_DATA,True
2022-04-20,gopalpur,7.9,low,46.3,0,DEMO_DATA,True
2022-04-21,gopalpur,7.7,low,46.2,0,DEMO_DATA,True
2022-04-22,gopalpur,9.0,low,47.2,1,DEMO_DATA,True
2022-04-23,gopalpur,7.7,low,46.1,0,DEMO_DATA,True
2022-04-24,gopalpur,8.4,low,46.7,1,DEMO_DATA,True
2022-04-25,gopalpur,10.3,low,48.3,1,DEMO_DATA,True
2022-04-26,gopalpur,11.4,low,49.1,1,DEMO_DATA,True
2022-04-27,gopalpur,12.5,low,50.0,1,DEMO_DATA,True
2022-04-28,gopalpur,10.5,low,48.4,1,DEMO_DATA,True
2022-04-29,gopalpur,9.6,low,47.7,1,DEMO_DATA,True
2022-04-30,gopalpur,11.1,low,48.9,1,DEMO_DATA,True
2022-05-01,gopalpur,13.0,low,50.4,1,DEMO_DATA,True
2022-05-02,gopalpur,15.4,low,52.3,1,DEMO_DATA,True
2022-05-03,gopalpur,19.2,low,55.3,2,DEMO_DATA,True
2022-05-04,gopalpur,19.7,low,55.8,2,DEMO_DATA,True
2022-05-05,gopalpur,20.0,low,56.0,2,DEMO_DATA,True
2022-05-06,gopalpur,16.8,low,53.4,2,DEMO_DATA,True
2022-05-07,gopalpur,17.9,low,54.3,2,DEMO_DATA,True
2022-05-08,gopalpur,14.4,low,51.5,1,DEMO_DATA,True
2022-05-09,gopalpur,15.4,low,52.3,1,DEMO_DATA,True
2022-05-10,gopalpur,14.8,low,51.9,1,DEMO_DATA,True
2022-05-11,gopalpur,16.1,low,52.9,2,DEMO_DATA,True
2022-05-12,gopalpur,15.3,low,52.3,1,DEMO_DATA,True
2022-05-13,gopalpur,15.4,low,52.3,1,DEMO_DATA,True
2022-05-14,gopalpur,14.1,low,51.3,1,DEMO_DATA,True
2022-05-15,gopalpur,13.6,low,50.8,1,DEMO_DATA,True
2022-05-16,gopalpur,14.7,low,51.8,1,DEMO_DATA,True
2022-05-17,gopalpur,17.3,low,53.8,2,DEMO_DATA,True
2022-05-18,gopalpur,14.9,low,51.9,1,DEMO_DATA,True
2022-05-19,gopalpur,15.9,low,52.7,1,DEMO_DATA,True
2022-05-20,gopalpur,17.4,low,53.9,2,DEMO_DATA,True
2022-05-21,gopalpur,16.5,low,53.2,2,DEMO_DATA,True
2022-05-22,gopalpur,19.2,low,55.4,2,DEMO_DATA,True
2022-05-23,gopalpur,22.9,low,58.3,2,DEMO_DATA,True
2022-05-24,gopalpur,24.8,medium,59.9,3,DEMO_DATA,True
2022-05-25,gopalpur,20.9,low,56.7,2,DEMO_DATA,True
2022-05-26,gopalpur,20.0,low,56.0,2,DEMO_DATA,True
2022-05-27,gopalpur,21.1,low,56.9,2,DEMO_DATA,True
2022-05-28,gopalpur,28.8,medium,63.0,3,DEMO_DATA,True
2022-05-29,gopalpur,29.9,medium,64.0,3,DEMO_DATA,True
2022-05-30,gopalpur,32.9,medium,66.3,4,DEMO_DATA,True
2022-05-31,gopalpur,29.8,medium,63.8,3,DEMO_DATA,True
2022-06-01,gopalpur,31.5,medium,65.2,3,DEMO_DATA,True
2022-06-02,gopalpur,26.6,medium,61.3,3,DEMO_DATA,True
2022-06-03,gopalpur,18.6,low,54.9,2,DEMO_DATA,True
2022-06-04,gopalpur,18.8,low,55.1,2,DEMO_DATA,True
2022-06-05,gopalpur,19.8,low,55.9,2,DEMO_DATA,True
2022-06-06,gopalpur,22.9,low,58.3,2,DEMO_DATA,True
2022-06-07,gopalpur,21.9,low,57.5,2,DEMO_DATA,True
2022-06-08,gopalpur,24.9,medium,59.9,3,DEMO_DATA,True
2022-06-09,gopalpur,22.5,low,58.0,2,DEMO_DATA,True
2022-06-10,gopalpur,18.8,low,55.0,2,DEMO_DATA,True
2022-06-11,gopalpur,18.6,low,54.9,2,DEMO_DATA,True
2022-06-12,gopalpur,16.0,low,52.8,2,DEMO_DATA,True
2022-06-13,gopalpur,16.6,low,53.3,2,DEMO_DATA,True
2022-06-14,gopalpur,16.1,low,52.9,2,DEMO_DATA,True
2022-06-15,gopalpur,18.1,low,54.4,2,DEMO_DATA,True
2022-06-16,gopalpur,18.8,low,55.1,2,DEMO_DATA,True
2022-06-17,gopalpur,18.2,low,54.6,2,DEMO_DATA,True
2022-06-18,gopalpur,15.7,low,52.6,1,DEMO_DATA,True
2022-06-19,gopalpur,14.5,low,51.6,1,DEMO_DATA,True
2022-06-20,gopalpur,15.0,low,52.0,1,DEMO_DATA,True
2022-06-21,gopalpur,16.6,low,53.3,2,DEMO_DATA,True
2022-06-22,gopalpur,15.9,low,52.7,1,DEMO_DATA,True
2022-06-23,gopalpur,16.3,low,53.1,2,DEMO_DATA,True
2022-06-24,gopalpur,15.7,low,52.5,1,DEMO_DATA,True
2022-06-25,gopalpur,16.1,low,52.9,2,DEMO_DATA,True
2022-06-26,gopalpur,17.8,low,54.2,2,DEMO_DATA,True
2022-06-27,gopalpur,21.6,low,57.3,2,DEMO_DATA,True
2022-06-28,gopalpur,21.8,low,57.4,2,DEMO_DATA,True
2022-06-29,gopalpur,19.8,low,55.8,2,DEMO_DATA,True
2022-06-30,gopalpur,16.3,low,53.1,2,DEMO_DATA,True
2022-07-01,gopalpur,18.7,low,54.9,2,DEMO_DATA,True
2022-07-02,gopalpur,16.3,low,53.1,2,DEMO_DATA,True
2022-07-03,gopalpur,19.8,low,55.9,2,DEMO_DATA,True
2022-07-04,gopalpur,27.0,medium,61.6,3,DEMO_DATA,True
2022-07-05,gopalpur,24.9,medium,59.9,3,DEMO_DATA,True
2022-07-06,gopalpur,29.6,medium,63.7,3,DEMO_DATA,True
2022-07-07,gopalpur,34.3,medium,67.5,4,DEMO_DATA,True
2022-07-08,gopalpur,36.6,medium,69.3,4,DEMO_DATA,True
2022-07-09,gopalpur,29.6,medium,63.7,3,DEMO_DATA,True
2022-07-10,gopalpur,36.3,medium,69.1,4,DEMO_DATA,True
2022-07-11,gopalpur,37.8,medium,70.2,4,DEMO_DATA,True
2022-07-12,gopalpur,41.8,medium,73.5,5,DEMO_DATA,True
2022-07-13,gopalpur,39.7,medium,71.7,4,DEMO_DATA,True
2022-07-14,gopalpur,31.1,medium,64.9,3,DEMO_DATA,True
2022-07-15,gopalpur,38.1,medium,70.5,4,DEMO_DATA,True
2022-07-16,gopalpur,43.0,medium,74.4,5,DEMO_DATA,True
2022-07-17,gopalpur,40.9,medium,72.7,5,DEMO_DATA,True
2022-07-18,gopalpur,44.2,medium,75.3,5,DEMO_DATA,True
2022-07-19,gopalpur,42.8,medium,74.2,5,DEMO_DATA,True
2022-07-20,gopalpur,46.4,medium,77.1,5,DEMO_DATA,True
2022-07-21,gopalpur,35.7,medium,68.6,4,DEMO_DATA,True
2022-07-22,gopalpur,36.5,medium,69.2,4,DEMO_DATA,True
2022-07-23,gopalpur,35.8,medium,68.6,4,DEMO_DATA,True
2022-07-24,gopalpur,36.5,medium,69.2,4,DEMO_DATA,True
2022-07-25,gopalpur,24.4,medium,59.5,3,DEMO_DATA,True
2022-07-26,gopalpur,21.2,low,57.0,2,DEMO_DATA,True
2022-07-27,gopalpur,22.4,low,57.9,2,DEMO_DATA,True
2022-07-28,gopalpur,27.1,medium,61.7,3,DEMO_DATA,True
2022-07-29,gopalpur,25.9,medium,60.7,3,DEMO_DATA,True
